items_count,user_id,price
110,1337Akraken,1148.35
38,1337_K_REW,84.95
269,1337_Speak,2595.15
67,1337hunter,618.4
3,1337leetSloth,39.97
197,1337lolroflmao,1911.82
103,1337mlg,495.53999999999996
91,1337putin,1759.05
23,1343534566,227.85
42,13457856281,317.76
8,1345adfg,0.0
17,134679jc333,59.96
63,135781,903.4499999999999
176,1373648137417,1618.96
371,137731251236671466147,5244.25
222,13971397,2839.42
3,1398199813,9.99
398,13lazer,5553.3
33,13omadragon,224.88
61,13salva,593.62
31,1408129010,244.89
179,142331415,1713.6499999999999
3,142412412124142,0.0
111,14372193,344.81
62,143865,419.76
70,1440454,638.5799999999999
48,144289919655093823,512.63
140,1452221660414,1659.95
1,14528910,0.0
3,1454235887,0.0
94,145578,1015.97
34,1456237,412.74
27,1457184935981,172.88
29,146847798098,49.97
17,14725836900,124.92
180,14747,1873.59
99,147532984,919.51
12,147751,202.85999999999999
348,14789633698741,4522.14
7,148203604,0.0
113,150010792,156.84
152,150230,1881.61
17,1513412123111331,147.85
41,151995,134.91
83,1522188745,542.63
14,1540359,70.97
87,154352,444.71999999999997
27,1546328127418,329.88
38,154930493,427.82
156,15511551,1103.1
21,155754572,114.92999999999999
255,15632897,3143.15
487,157645,4826.75
102,15832789427,1060.5
101,1591240764,377.0
124,15934,1694.1299999999999
377,159zse159,4942.82
14,1607426135,39.96
64,1626466724893520,584.68
13,163050995,0.0
68,16362426247,493.63
11,16395,59.959999999999994
138,16538,2432.74
21,16748438,274.88
53,169420666,322.74
90,17-04-2000,557.67
134,17101710,1427.85
28,1711338513531,210.85
196,171516,1556.97
12,1726432,189.96
19,17291799,154.92
24,172954833,0.0
2,173902,9.99
79,1739902091026,266.8
51,174561864923145,452.71999999999997
159,174gamecuman700kngkakak,1324.21
47,17731773,310.71
24,177652,494.76
69,17829463213,419.81
121,1800-Ricohut,1009.3199999999999
7,1800FkMyVajj,14.99
2,18023009,14.99
66,180577,578.59
105,18082001,680.28
153,18228272828,1632.12
21,182748927838783778382,120.9
44,182828282,479.71
72,18283848,971.5
2,1829369648,0.0
154,18481,2094.8
28,1850172512752815,147.41
80,18504965711,1041.45
17,1859082899,68.95
1,186038013,0.0
43,1870380085,298.79
39,1873410337,379.83
52,1875489156748,381.74
121,187625,390.63
204,18855881,2953.15
35,1889999999999999,249.91
32,19-20-5-20-27-5-18,154.88
2,190120001826,0.0
87,1920410,1074.44
51,19210801,215.86
94,1922001,510.1
82,1930234,591.69
103,19365,1391.17
137,19372250,1938.91
9,1937648259137856lkjnoik,44.96
14,1944086851,64.95
26,1947CARROTS,104.93
135,194847383,949.3299999999999
113,1956aa1,1462.45
69,195862,595.66
94,19702316748,937.31
5,19720911,0.0
13,19820182123,169.94
207,1994dbc,2074.73
7,1997-07-06_J077,29.98
41,19990923,224.91
27,199A,138.91
70,19te_Polska,964.43
32,1BUCK80,319.87
20,1GN33L,224.88
59,1MLG2U,350.57
196,1NFR33,1938.91
52,1R1M1,318.75
30,1UK33Y,354.78999999999996
25,1_Taipan,356.84
76,1a1u14,360.75
104,1dog636,1037.24
91,1epicninja,989.4399999999999
70,1iam1iam1iam,799.7
82,1jamesn4,930.4
23,1qaz2wwx010,44.97
319,1silentsniper1,3617.88
179,1snap,1955.55
52,1stBLUE-COW,342.77
162,1stpionpaul,2021.72
42,1sttperson,379.77
245,1v1meguy,3235.7799999999997
28,1v1meinclubpenguinscrub,329.82
70,1v1mim8,658.55
60,2000jtc,683.66
4,2001911,9.99
139,200220006,1805.03
27,20041213,19.98
59,200719917302,799.61
18,200px-spy-taunt-laugh,64.96
252,2011368123,3075.04
4,20115011,9.99
15,205723552,29.98
85,2080308,722.47
31,2092000666,160.87
84,210519992016,588.6
21,21072013,39.98
32,211011374,499.78
9,21129393,34.97
13,2114521846341684,149.91
17,2121312,34.97
6,2125125126,34.97
17,212blair212,104.92
200,213123123132,460.66
13,21321112399,184.92
7,2139093311,9.99
35,215251,312.83
92,216712138,878.55
92,218939137821738213127983,602.6
13,219121912191,44.97
5,21lord21drag,59.97
98,22109203,667.11
26,222081994,305.88
35,2222224444555985,204.9
131,2222455,1440.8899999999999
17,2233dog15,245.9
51,22491987,307.83
77,22502250,872.5699999999999
72,225544,769.51
17,225555,195.89
10,226rep,159.94
25,2271531450,84.91
47,2293371488,225.29
18,23012003,94.94
184,231091,2625.6
37,2311985201258745633313,341.83
60,231321455,274.82
122,23142433253545,1249.24
32,23184798,97.91
158,2323534545,1294.07
8,233433,22.979999999999997
52,2342526,619.66
99,23434454365463446754546576e45646,756.4499999999999
52,2345XXXXX,313.74
28,234671,144.89
88,235269,1110.76
27,235324234732,255.76
49,2364786499,609.52
74,23745736,413.8
2,2378695,34.98
23,2390746539217,355.87
84,23974656456,709.56
22,2398,226.62
145,23Batman05,1312.16
70,23jesus23,619.64
15,24045681579016271,29.97
34,24101738,59.99
7,243567890,44.97
76,2435689,626.52
26,2435764824567835,149.9
74,24453,1100.51
80,2448531,385.63
134,24532453,1141.3
121,24596,814.8199999999999
11,24681256447,67.94999999999999
25,246823,265.85
154,247211,1464.76
106,2479742,1245.37
7,248392584,30.96
277,248482,2821.4
49,24862345243,691.65
45,24902,402.79
181,249758,3243.35
9,24BallerJK,39.97
77,24CmRuler,858.5
99,25050,900.36
15,25061841,170.89
98,25230405,984.4
34,25231341243,213.85
106,2539428377924,817.5
18,256565,178.9
690,2571,8196.11
121,259987556434546,1113.69
30,25_Years_Since_Freddie,309.81
36,26070,475.72999999999996
5,2608739,24.98
94,26292919,585.62
8,2647891,39.97
73,2688789326887893,245.88
284,269485,3786.56
106,27073108,1218.4
58,27601MCM,299.79
2,27649735,0.0
91,2768820078,1545.27
127,279519365,1068.3
29,27dnguyen,226.77
124,28019769,2253.7
7,2826,110.94
160,2891723967123,1983.6599999999999
32,28yelkco,219.84
86,29017637452801,496.54
68,291129112911291129112911,489.65
18,29123,114.94
2,2933725,0.0
8,2987654235,15.98
46,29998000,259.84
122,2Chill,1179.08
82,2Degrees,1133.44
12,2EzRogueDH,99.96000000000001
61,2JZEEEEBABY,787.5699999999999
117,2Lethal,1282.07
29,2Ryo2Know,217.85
362,2Ta4,3370.24
82,2ZESTY4ME,420.75
1,2amigosupremos753,0.0
898,2cq,9197.66
160,2d4nk4m3,692.37
84,2edgy4youboi,775.49
79,2ez2xl,721.5
32,2ez4medick,382.74
39,2fast4u271,256.76
14,2g00d4u,100.92
33,2greasy,437.52
22,2ik4tf,165.86
9,2kewl4you,19.99
31,2lstgun,237.84
24,2matoe,150.87
149,2muchred,1659.85
101,2nerdssemvida,187.79
1,2pac_Skai,0.0
303,2pacisaliveincuba,3518.4
18,2ptwisted,131.94
151,2red12,1753.97
219,2sBs,2455.4
11,2sd31,170.9
10,2seggy4um8havalook,54.97
57,2she,483.58
291,2sneaky5u,3116.87
199,2spookis,1569.47
323,2spooky,3809.0
23,2unimaginative4u,40.96
42,2v1meyoucheekyscrub,554.76
55,2xDelorean,419.71
97,30035115,1328.29
14,300799,24.98
1,30102000,0.0
33,30102002,167.32999999999998
105,3021Daniel,1366.24
5,3038070,34.980000000000004
70,3046123,843.61
67,305010,882.52
29,30699,214.91
3,30XxPikachuxX03,0.0
378,313134,4525.83
36,314155156915923,243.77
21,31456576727471577757175717,39.97
73,31575,184.8
58,317733235,345.73
75,317984739321,467.71999999999997
15,317jim,14.99
42,318941651,270.81
44,3197,467.66999999999996
11,320RustPro,29.97
107,3214213216,224.19
26,321541,253.81
2,3218998529,19.98
66,3265899423,432.71
294,326759263846544,1864.44
19,329838102,49.96
79,32bitmaximus,1115.29
9,33275,69.95
1,3333322,0.0
15,333333259,129.93
59,33334scat,432.76
24,333666333111,245.86
234,333hab,2435.29
7,33442,14.99
111,334756875,605.5
16,34234252sd,49.97
118,3423523425433425,1528.11
52,343221221,576.51
41,34324132,556.6999999999999
27,343574890,221.88
14,34383536,117.42
18,343rox,190.88
1,34451,0.0
90,3456457568,710.6
28,34565754,384.84
9,3456669133723,44.97
180,345675,2276.67
44,34568535890075433578,527.76
92,34573671264yi,639.56
31,345827357205098,194.88
132,3496148694969,1644.3899999999999
32,350176,235.86
184,350241,2256.0099999999998
30,352039981386723,384.77
99,3523436346,1238.24
29,35353534,281.82
161,35475,2163.23
149,3548548564856498484894,1791.8999999999999
22,3565Jason,174.92
32,36033,171.84
10,360NoScopeMLGBLAZEGirlGamer69,79.95
314,360j1mmy,3824.84
101,3635,374.71
8,363997099,59.97
22,36864,328.78999999999996
127,369231461278416,814.56
259,36_T,3347.5899999999997
99,373848099,793.54
136,37755753,1727.93
69,378366354,581.7
144,37891266723,1369.18
16,380012,213.87
84,381644,957.3
25,38174962156174513,364.88
20,38189307,178.83
18,387561,237.66
725,38927497,8221.22
13,38y685ie4e89r78,64.96
89,391204566,1296.42
6,3Ldota,29.98
113,3dster,1133.21
140,3eBpA,1044.24
114,3lAckCAt,861.37
106,3mike,1261.12
41,3mperi0,444.52
139,3nv3y,1875.6299999999999
24,3ring,146.85
6,3stantedja,14.99
70,3teGZ_Rorschach,1123.48
66,3th3,215.86
41,3vild33d,490.7
146,3xU,1443.21
76,3xc4l18urblue,802.4
153,3xotic26,1904.76
18,400primetopkeks,151.87
10,4017209381,19.99
54,402553929,502.74
91,4043RROR,889.47
86,404PlayerNotFound,983.38
16,404ok4561687987879847,104.94999999999999
33,4131723314123,148.82
40,414291,287.79999999999995
51,41781029,367.67
26,4200769711,134.9
31,4201,483.75
73,4202346,563.6
23,420BlazeItMLG,24.98
199,420Blz,2318.5099999999998
40,420BlzeIT,219.84
102,420DankMasterKush420,861.9
48,420NigelGaming420,324.77
18,420_Blaze_It_Fgt,0.0
43,420believe,429.69
29,420blazedondaweedguyz,239.85
5,420blazefag00t,94.97
22,420blazeitbitches,255.81
30,420blaznnoscope,116.9
137,420box,1469.05
14,420cheekycunt,89.92999999999999
53,420dankmemer,461.64
92,420fedora,1024.27
36,420gandalfyoda,499.74
18,420haybale,87.94
31,420lol420,74.94999999999999
32,420slender,322.78999999999996
20,4234213234124,54.96
9,42456,45.94
24,42654264,207.94
1,427533764,0.0
217,42978717,2590.59
29,42rsfw42efwrwr,159.97
13,4301945,63.93
70,4321louis,515.02
19,4324434,110.9
80,434238948,239.82999999999998
76,434546464,902.55
140,44196,1879.54
4,442199,14.99
34,44290,195.87
204,4432XABLAU,1562.38
76,4454664,894.51
36,4456829,290.84999999999997
47,44579,390.81
25,44845991789,301.8
10,44925952,79.94
3,452213,14.99
45,45236243663663643636,684.63
3,45378665,19.99
38,4545451111,84.97
8,4545648,24.97
12,454575878752,18.98
70,45514551,451.72999999999996
91,45544554455445,922.38
3,45622hd,14.98
8,4563453467436754656677,107.96000000000001
38,4564231564,462.71
45,4567cabi,378.7
58,45685748567857,494.7
21,45748930,19.99
40,45826755958,544.8100000000001
64,458768,443.68
7,458769873675,117.94
275,45883274,3015.0099999999998
3,45979,0.0
192,46366536564574576346346546,620.63
12,4687843213132,122.89999999999999
16,4735736754,64.96
6,47444744,44.97
73,47DollarsInMyBankAccount,891.47
224,47enth,2820.5899999999997
70,4801,819.53
4,4805766,0.0
123,48226746,1595.24
10,483752394756293478563845,19.98
94,486259317,603.61
19,4Elementals,11.99
39,4KnightArtorias,9.99
173,4RCH4NG3Ll,1296.02
127,4_5C12U13,1485.73
2,4bigs,9.99
23,4d1t,382.87
187,4hwei,1630.6
24,4i20swagyolo69,127.85
31,4loreseeker,103.42
127,4mrtm,715.87
78,4n0m4ly,995.18
51,4n631,609.6999999999999
116,4nti-y0u,1508.8999999999999
89,4op2U,621.51
48,4p4ch3,515.64
53,4skin5head,641.71
20,4tiles,327.83
213,50899161,2217.13
47,51041,479.73
95,51134243,932.18
518,512356,4141.99
74,51252151215512,514.75
38,512am,329.83
8,513659145,95.95
81,51564210333,526.6
100,519130312,641.47
71,519348245,229.65
299,51centcorn,2857.95
28,51jets,126.89
2,52554261,0.0
245,527788235,2653.13
26,53071407,349.88
51,53112195114,369.73
50,5318064,765.41
204,5343039,3584.12
83,535346456636,239.85
178,53774,2391.62
101,5400540054005400,1240.36
35,54263144,269.88
19,54321DrOpThEbAsS,215.84
25,5438910,89.94
133,544183980,1551.43
33,544542132154524145,7.99
23,54494292,94.93
17,5453V3,113.91
89,54546545,847.45
71,54678907652,685.5
351,5469782134896,3921.95
74,548547248072804,738.49
57,54Strat,593.63
199,54r93,2778.5
16,550455,0.0
14,554076033,154.95000000000002
133,55432147,625.64
91,5554Grovesy,969.47
23,5564321,139.92
53,558092,333.74
52,564743553uy5367,479.74
61,567234,450.73
6,56745879956,0.0
34,56748930,319.8
100,5678LetMeCyaBootyShake,792.43
107,5692496235797644,1268.3
101,5739108,1158.26
37,57841325,249.36
12,5790870877878,0.0
10,579132657905,54.96
40,58077979,211.77
170,58254410,1507.05
1,58291756,4.99
104,5856565456564,1003.47
92,58981044,508.6
65,5901,678.4499999999999
52,59285912859,485.65
241,5975,2867.3199999999997
23,5LuG,179.88
99,5car3crow,1241.22
72,5h0tL3s5,903.5
42,5nakebit3,414.77
83,5p1ca,1036.3999999999999
24,5spooky420me,196.88
1,5unDe,0.0
1,5weetness,0.0
122,5yearoldrexrex111,1303.1499999999999
87,60324133769,613.39
95,6060548,1128.4
15,60sSpiderman,49.95
21,61241571,149.92000000000002
26,61428,210.85999999999999
77,616333,22.979999999999997
69,61782,496.78
30,618554,184.88
116,6294421419,831.59
26,63246555,59.96
3,6344143214,9.99
74,63718432421321321312,299.84
150,63Hayden,1272.6299999999999
43,6435677448,466.77
131,64512328,974.46
36,64574574574744,174.87
221,64723864,2342.55
12,650326,86.94
47,6524696969,372.78
154,653448,1823.71
49,6545_Sniffler,1326.55
179,65464684,1747.96
48,65711642,600.34
138,657475591245,1616.91
335,6592,3802.16
30,66083299,363.79
41,66113860,509.75
236,666101,3313.37
121,66666669999999,1268.3
25,666999661,199.81
505,666NeCrO,6368.69
133,666slayerr666,1136.3
88,66839427,891.43
78,66d,776.29
54,66ot,485.64
90,67162763,335.71
128,6738497298564377854673421,990.29
14,67712702,64.95
35,678rtv45,194.85999999999999
54,679gog,537.65
59,67samjosh,583.56
178,68496742234,2036.22
110,6871,973.34
34,69133709,300.79
116,69222518,634.59
28,692412341234,50.949999999999996
168,6935,1846.62
51,694201337694201337,174.88
38,696969696969699,363.25
293,696969697,3546.33
22,697235,169.91
97,698959,1127.37
85,69_420_bl41e_fgt,807.48
34,69bmw,245.85999999999999
100,69doggystyle,687.62
18,69madman,111.89
33,6C_Troll,352.78999999999996
337,6dighero,4040.46
82,6ex6ex6ex,813.46
11,6golf6,84.94
84,6teencarz,923.4399999999999
6,70293553,54.96
60,71124,550.65
96,711armageddoncarmageddon,772.4
28,7122456,79.95
100,71251241,326.78
10,7225eternally,59.959999999999994
1,72345,14.99
140,72345436754433546,1030.37
53,723943123,494.74
2,72947282842,34.98
9,735102120,14.99
198,737911,721.39
136,739567275,955.25
38,739749287981,154.35
28,740449400,319.83
207,74345,2331.08
19,743748734,74.98
54,7466NHK,109.96000000000001
132,748237482374284792,341.73
57,74987000,418.63
690,750805,8326.23
56,7515953,438.77
37,75498,281.77
119,756755557153145,1061.23
28,75791513,154.85
99,75k12,1193.3799999999999
34,76415,189.88
57,76561193688520497,603.57
30,76561197960271609,239.8
42,76561197960277635,434.64
37,76561197960279587,412.71
36,76561197960279912,395.71
26,76561197960281419,254.78
16,76561197960285738,134.87
24,76561197960285909,224.84
13,76561197960286077,99.88
184,76561197960286950,1902.59
254,76561197960288186,3769.68
14,76561197960295773,119.87
71,76561197960298230,739.5
28,76561197960299496,359.75
96,76561197960301970,1535.96
1168,76561197960324641,13232.05
33,76561197960324664,255.75
78,76561197960324928,1176.36
24,76561197960333283,180.8
17,76561197960339094,100.86
47,76561197960364170,485.62
63,76561197960366346,630.55
75,76561197960390517,985.43
94,76561197960425229,1376.23
47,76561197960426941,475.67
21,76561197960438497,169.82
34,76561197960453899,389.75
64,76561197960454309,935.57
34,76561197960459970,363.72999999999996
77,76561197960461312,958.4399999999999
10,76561197960462807,59.910000000000004
214,76561197960467275,2355.88
25,76561197960468120,299.78999999999996
18,76561197960470293,139.85
25,76561197960471546,364.56
51,76561197960471761,540.56
26,76561197960478402,240.29999999999998
36,76561197960478966,369.8
59,76561197960481739,657.5699999999999
8,76561197960499156,49.92
14,76561197960508459,114.88
16,76561197960531365,144.86
22,76561197960541850,149.85
199,76561197960549169,2598.0299999999997
56,76561197960564189,667.59
29,76561197960565919,464.77
68,76561197960571317,596.46
29,76561197960572371,329.78
85,76561197960575139,1383.2
167,76561197960577481,2045.42
16,76561197960580457,120.85
31,76561197960589167,289.78
29,76561197960607334,254.76999999999998
21,76561197960608571,135.84
21,76561197960611419,194.82999999999998
25,76561197960617353,234.84
17,76561197960666461,94.89
66,76561197960693758,653.5799999999999
187,76561197960694096,2346.56
207,76561197960713250,2701.06
31,76561197960721600,302.74
18,76561197960721799,189.84
17,76561197960743001,74.9
41,76561197960799510,458.63
25,76561197960802408,190.79
62,76561197960802995,578.55
56,76561197960803312,522.55
195,76561197960811584,1809.6
30,76561197960811774,454.77
19,76561197960874012,314.84000000000003
24,76561197960877600,258.8
40,76561197960888883,380.71
269,76561197960891010,3345.2999999999997
50,76561197960946320,609.62
33,76561197960959352,460.71999999999997
136,76561197960959436,1581.18
29,76561197960962392,293.74
98,76561197960963799,943.37
17,76561197960971187,139.87
170,76561197961051810,1801.6599999999999
87,76561197961108717,1233.37
24,76561197961111954,204.82
78,76561197961118969,1115.44
111,76561197961124706,1444.1
62,76561197961157004,734.54
164,76561197961172553,1938.61
153,76561197961172915,1709.82
24,76561197961187815,183.82
31,76561197961216740,244.78
22,76561197961222930,214.81
29,76561197961234023,236.76
95,76561197961247707,1189.28
33,76561197961279828,300.76
42,76561197961316177,458.69
80,76561197961325529,1089.36
24,76561197961375322,195.8
22,76561197961448249,180.82999999999998
74,76561197961464265,608.61
91,76561197961465709,1101.3799999999999
67,76561197961527817,771.41
319,76561197961533298,3792.99
74,76561197961567943,1075.33
17,76561197961572037,79.9
32,76561197961612098,314.76
140,76561197961628243,1589.92
69,76561197961631213,633.59
101,76561197961637426,1113.23
100,76561197961643678,1231.3799999999999
106,76561197961648625,1375.05
27,76561197961663345,334.8
90,76561197961672116,970.35
89,76561197961702279,847.3100000000001
34,76561197961718947,365.84999999999997
46,76561197961739219,514.69
16,76561197961745322,171.84
30,76561197961823780,255.79
18,76561197961838528,240.87
97,76561197961840584,1086.29
144,76561197961857584,1683.81
35,76561197961860415,395.71
93,76561197961892438,1182.23
24,76561197961925195,184.84
55,76561197961948959,811.23
12,76561197961951233,74.9
22,76561197961979693,180.82
30,76561197962023392,354.78999999999996
55,76561197962025274,577.62
130,76561197962048866,1560.1
29,76561197962077181,187.81
16,76561197962080059,139.86
17,76561197962089166,109.87
79,76561197962104795,791.55
28,76561197962175536,247.79
39,76561197962197347,320.74
80,76561197962221247,1013.13
15,76561197962223765,129.85
13,76561197962298116,94.89
45,76561197962338878,434.71
20,76561197962414903,189.84
30,76561197962441411,319.78
86,76561197962448420,1084.29
29,76561197962604175,265.75
44,76561197962686639,615.64
43,76561197962728844,400.71
64,76561197962738675,804.51
21,76561197962755121,200.81
77,76561197962775018,841.48
62,76561197962862487,880.54
126,76561197962960302,1649.06
9,76561197963008605,49.92
15,76561197963038819,104.87
24,76561197963090949,259.83
204,76561197963130430,2501.14
187,76561197963206623,2374.5099999999998
235,76561197963219999,3156.87
55,76561197963262084,799.5699999999999
19,76561197963325844,189.85
23,76561197963338250,199.84
40,76561197963392788,471.73
90,76561197963401558,930.01
98,76561197963405974,1362.98
29,76561197963406032,250.76
62,76561197963420680,737.49
19,76561197963421102,150.82999999999998
23,76561197963429707,249.79999999999998
114,76561197963436918,1376.11
44,76561197963443099,474.69
13,76561197963443724,89.9
276,76561197963455626,3623.71
211,76561197963469414,2678.48
59,76561197963478502,516.64
20,76561197963485479,277.77
13,76561197963518361,74.9
16,76561197963518399,134.87
23,76561197963530842,139.84
55,76561197963532952,583.65
52,76561197963538874,487.61
218,76561197963549028,3036.04
31,76561197963584284,200.79
29,76561197963613344,225.78
167,76561197963638240,2120.7599999999998
138,76561197963746199,1184.98
32,76561197963759246,500.75
105,76561197963797456,1230.27
51,76561197963801702,644.38
95,76561197963914566,897.31
89,76561197963977595,984.33
75,76561197964050011,1063.46
35,76561197964072195,444.73
150,76561197964092053,2124.71
148,76561197964129564,1539.78
257,76561197964188781,3219.88
36,76561197964247504,334.77
97,76561197964286188,1309.21
111,76561197964301090,1742.06
23,76561197964310685,289.8
251,76561197964316999,3548.93
434,76561197964317648,4400.72
32,76561197964386329,309.76
59,76561197964386571,745.54
121,76561197964402427,1126.4
136,76561197964421738,1898.62
82,76561197964435063,1164.1299999999999
